LECROYWS24Xs	21529	Waveform
Segments	1	SegmentSize	100002
Segment	TrigTime	TimeSinceSegment1
#1	06-May-2025 17:29:20	0                 
Time	Ampl
-0.001560082	0.00266809
-0.001559882	0.00279609
-0.001559682	0.00311608
-0.001559482	0.00298808
-0.001559282	0.00311608
-0.001559082	0.00356406
-0.001558882	0.00375605
-0.001558682	0.00356406
-0.001558482	0.00362806
-0.001558282	0.00375605
-0.001558082	0.00350006
-0.001557882	0.00318007
-0.001557682	0.00279609
-0.001557482	0.00305208
-0.001557282	0.00234811
-0.001557082	0.00279609
-0.001556882	0.00305208
-0.001556682	0.00298808
-0.001556482	0.00279609
-0.001556282	0.00228411
-0.001556082	0.00196412
-0.001555882	0.00234811
-0.001555682	0.00228411
-0.001555482	0.00215611
-0.001555282	0.00234811
-0.001555082	0.00273209
-0.001554882	0.00337207
-0.001554682	0.00356406
-0.001554482	0.00298808
-0.001554282	0.00350006
-0.001554082	0.00369205
-0.001553882	0.00330807
-0.001553682	0.00324407
-0.001553482	0.00343606
-0.001553282	0.00382005
-0.001553082	0.00369205
-0.001552882	0.00394804
-0.001552682	0.00324407
-0.001552482	0.00279609
-0.001552282	0.00324407
-0.001552082	0.00279609
-0.001551882	0.00273209
-0.001551682	0.00273209
-0.001551482	0.00286009
-0.001551282	0.00350006
-0.001551082	0.00343606
-0.001550882	0.00330807
-0.001550682	0.00286009
-0.001550482	0.00305208
-0.001550282	0.00330807
-0.001550082	0.00311608
-0.001549882	0.00330807
-0.001549682	0.00318007
-0.001549482	0.00337207
-0.001549282	0.00350006
-0.001549082	0.00382005
-0.001548882	0.00330807
-0.001548682	0.00343606
-0.001548482	0.00279609
-0.001548282	0.00318007
-0.001548082	0.00311608
-0.001547882	0.00356406
-0.001547682	0.00375605
-0.001547482	0.00401204
-0.001547282	0.00362806
-0.001547082	0.00414004
-0.001546882	0.00426803
-0.001546682	0.00407604
-0.001546482	0.00388405
-0.001546282	0.00401204
-0.001546082	0.00394804
-0.001545882	0.00401204
-0.001545682	0.00362806
-0.001545482	0.00292408
-0.001545282	0.00337207
-0.001545082	0.00343606
-0.001544882	0.00279609
-0.001544682	0.00369205
-0.001544482	0.00343606
-0.001544282	0.00343606
-0.001544082	0.00298808
-0.001543882	0.00337207
-0.001543682	0.00279609
-0.001543482	0.00356406
-0.001543282	0.00337207
-0.001543082	0.00337207
-0.001542882	0.00292408
-0.001542682	0.00356406
-0.001542482	0.00318007
-0.001542282	0.00350006
-0.001542082	0.00375605
-0.001541882	0.00350006
-0.001541682	0.00324407
-0.001541482	0.00298808
-0.001541282	0.0026041
-0.001541082	0.00330807
-0.001540882	0.00286009
-0.001540682	0.00350006
-0.001540482	0.00318007
-0.001540282	0.00369205
-0.001540082	0.00350006
-0.001539882	0.00318007
-0.001539682	0.00324407
-0.001539482	0.00311608
-0.001539282	0.00356406
-0.001539082	0.00369205
-0.001538882	0.00356406
-0.001538682	0.00337207
-0.001538482	0.00337207
-0.001538282	0.00298808
-0.001538082	0.00286009
-0.001537882	0.00311608
-0.001537682	0.00292408
-0.001537482	0.00330807
-0.001537282	0.00318007
-0.001537082	0.00330807
-0.001536882	0.00337207
-0.001536682	0.00382005
-0.001536482	0.00324407
-0.001536282	0.00362806
-0.001536082	0.00305208
-0.001535882	0.00286009
-0.001535682	0.00286009
-0.001535482	0.00324407
-0.001535282	0.00337207
-0.001535082	0.00382005
-0.001534882	0.00305208
-0.001534682	0.00305208
-0.001534482	0.00292408
-0.001534282	0.00286009
-0.001534082	0.00286009
-0.001533882	0.0025401
-0.001533682	0.00222011
-0.001533482	0.0026041
-0.001533282	0.00292408
-0.001533082	0.00318007
-0.001532882	0.00350006
-0.001532682	0.00343606
-0.001532482	0.00350006
-0.001532282	0.00369205
-0.001532082	0.00362806
-0.001531882	0.00311608
-0.001531682	0.00266809
-0.001531482	0.0024761
-0.001531282	0.00279609
-0.001531082	0.0026041
-0.001530882	0.00330807
-0.001530682	0.00356406
-0.001530482	0.00362806
-0.001530282	0.00388405
-0.001530082	0.00318007
-0.001529882	0.00298808
-0.001529682	0.00298808
-0.001529482	0.00337207
-0.001529282	0.00318007
-0.001529082	0.00369205
-0.001528882	0.00375605
-0.001528682	0.00324407
-0.001528482	0.00305208
-0.001528282	0.00324407
-0.001528082	0.00292408
-0.001527882	0.00337207
-0.001527682	0.00362806
-0.001527482	0.00362806
-0.001527282	0.00382005
-0.001527082	0.00369205
-0.001526882	0.00343606
-0.001526682	0.00382005
-0.001526482	0.00311608
-0.001526282	0.00369205
-0.001526082	0.00337207
-0.001525882	0.00356406
-0.001525682	0.00394804
-0.001525482	0.00433203
-0.001525282	0.00369205
-0.001525082	0.00407604
-0.001524882	0.00420403
-0.001524682	0.00401204
-0.001524482	0.00343606
-0.001524282	0.00350006
-0.001524082	0.00305208
-0.001523882	0.00330807
-0.001523682	0.00279609
-0.001523482	0.00266809
-0.001523282	0.00311608
-0.001523082	0.00343606
-0.001522882	0.00298808
-0.001522682	0.00318007
-0.001522482	0.00305208
-0.001522282	0.00330807
-0.001522082	0.00318007
-0.001521882	0.00362806
-0.001521682	0.00324407
-0.001521482	0.00362806
-0.001521282	0.00298808
-0.001521082	0.00292408
-0.001520882	0.00266809
-0.001520682	0.0024121
-0.001520482	0.00273209
-0.001520282	0.0025401
-0.001520082	0.00234811
-0.001519882	0.0024121
-0.001519682	0.00234811
-0.001519482	0.0024121
-0.001519282	0.00279609
-0.001519082	0.00324407
-0.001518882	0.00298808
-0.001518682	0.00330807
-0.001518482	0.00369205
-0.001518282	0.00401204
-0.001518082	0.00356406
-0.001517882	0.00318007
-0.001517682	0.00343606
-0.001517482	0.00446002
-0.001517282	0.00433203
-0.001517082	0.00465202
-0.001516882	0.00394804
